time_s,time_end_s,rank,contributor,key,value,unit,fraction,cumulative_fraction,flags
3702.6878222085707,,5,Rb-89,370890,230564780.40030715,R/h,0.04471114156800109,0.4949772138653262,0
3702.6878222085707,,6,Te-133m,521331,226077933.00715557,R/h,0.0438410517449114,0.5388182656102376,0
3702.6878222085707,,7,Sr-92,380920,171396070.56342497,R/h,0.03323714039002546,0.5720554060002631,0
3702.6878222085707,,8,Pr-146,591460,165185340.69968596,R/h,0.03203275513354299,0.604088161133806,1
4790.876362174851,,1,I-134,531340,755899943.4611372,R/h,0.1984927194045635,0.1984927194045635,0
4790.876362174851,,2,Cs-138,551380,614413791.9289865,R/h,0.16133969244822985,0.35983241185279335,0
4790.876362174851,,3,La-142,571420,384313110.3321191,R/h,0.10091726429209649,0.4607496761448898,0
4790.876362174851,,4,Te-134,521340,204700322.68530965,R/h,0.05375251587763579,0.5145021920225256,0
4790.876362174851,,5,Te-133m,521331,180181012.54744104,R/h,0.047313959307695205,0.5618161513302208,0
4790.876362174851,,6,Sr-92,380920,158644069.82340783,R/h,0.04165854635796072,0.6034746976881815,0
4790.876362174851,,7,Kr-88,360880,123768016.89775988,R/h,0.032500399638684965,0.6359750973268665,0
4790.876362174851,,8,Pr-146,591460,109094210.05293912,R/h,0.02864718619444356,0.66462228352131,1
6198.874282616438,,1,I-134,531340,677597407.8247781,R/h,0.24453049293890838,0.24453049293890838,0
6198.874282616438,,2,Cs-138,551380,397807663.25966376,R/h,0.14356032486020928,0.3880908177991177,0
6198.874282616438,,3,La-142,571420,323828471.39468104,R/h,0.11686280794963058,0.5049536257487482,0
6198.874282616438,,4,Sr-92,380920,143541943.92233092,R/h,0.05180123462605311,0.5567548603748014,0
6198.874282616438,,5,Te-134,521340,138713739.91441578,R/h,0.05005883848871368,0.6068136988635151,0
6198.874282616438,,6,Te-133m,521331,134337452.23355305,R/h,0.04847952934218199,0.6552932282056971,0
6198.874282616438,,7,Kr-88,360880,112499888.91421218,R/h,0.0405988171945288,0.695892045400226,0
6198.874282616438,,8,I-135,531350,96050043.90073729,R/h,0.034662417994262305,0.7305544633944883,0
8020.670847418758,,1,I-134,531340,551213351.613988,R/h,0.27854432704930226,0.27854432704930226,0
8020.670847418758,,2,La-142,571420,257566599.20526096,R/h,0.1301559819549664,0.4087003090042687,0
8020.670847418758,,3,Cs-138,551380,218435857.6726081,R/h,0.11038206676361968,0.5190823757678884,0
8020.670847418758,,4,Sr-92,380920,126114691.40238264,R/h,0.06372946472513503,0.5828118404930235,0
8020.670847418758,,5,Kr-88,360880,99428774.94272384,R/h,0.050244285855311495,0.633056126348335,0
8020.670847418758,,6,Te-133m,521331,91877786.01380123,R/h,0.04642854894762425,0.6794846752959592,0
8020.670847418758,,7,I-135,531350,91056450.34277992,R/h,0.04601350386372645,0.7254981791596857,0
8020.670847418758,,8,Te-134,521340,83840343.47526734,R/h,0.04236699271619761,0.7678651718758833,0
10377.877967784832,,1,I-134,531340,394851344.3509466,R/h,0.2867522322547138,0.2867522322547138,0
10377.877967784832,,2,La-142,571420,191091122.0776336,R/h,0.13877578639093238,0.42552801864564616,0
10377.877967784832,,3,Sr-92,380920,106667465.03216305,R/h,0.07746493495470622,0.5029929536003523,0
10377.877967784832,,4,Cs-138,551380,98102421.13892616,R/h,0.07124475743503103,0.5742377110353833,0
10377.877967784832,,5,I-135,531350,84978575.30341956,R/h,0.06171384879577005,0.6359515598311534,0
10377.877967784832,,6,Kr-88,360880,84743762.27577335,R/h,0.06154332092293041,0.6974948807540837,0
10377.877967784832,,7,Te-133m,521331,56199930.35433899,R/h,0.04081398154578049,0.7383088622998643,0
10377.877967784832,,8,Te-134,521340,43704122.742134966,R/h,0.0317391720563637,0.7700480343562279,0
13427.848263950935,,1,I-134,531340,239727753.43943462,R/h,0.2580216666874332,0.2580216666874332,0
13427.848263950935,,2,La-142,571420,129803821.22505595,R/h,0.13970930697161896,0.3977309736590522,0
13427.848263950935,,3,Sr-92,380920,85886013.94680865,R/h,0.09244007898857806,0.4901710526476303,0
13427.848263950935,,4,I-135,531350,77712531.48960036,R/h,0.08364286825268308,0.5738139209003134,0
13427.848263950935,,5,Kr-88,360880,68913775.61529857,R/h,0.07417266873305692,0.6479865896333703,0
13427.848263950935,,6,Cs-138,551380,34355360.91858913,R/h,0.03697705983843128,0.6849636494718016,0
13427.848263950935,,7,Te-133m,521331,29752441.98412657,R/h,0.032022886622949887,0.7169865360947514,0
13427.848263950935,,8,Sr-91,380910,26996419.899443965,R/h,0.029056549177599252,0.7460430852723506,0
17374.178956372576,,1,I-134,531340,117512990.38316847,R/h,0.19173449372167853,0.19173449372167853,0
17374.178956372576,,2,La-142,571420,78695792.89168632,R/h,0.1284002556561161,0.3201347493777946,0
17374.178956372576,,3,I-135,531350,69225208.37267089,R/h,0.11294802588916879,0.4330827752669634,0
17374.178956372576,,4,Sr-92,380920,64886586.62712893,R/h,0.1058691196242619,0.5389518948912253,0
17374.178956372576,,5,Kr-88,360880,52736632.10514371,R/h,0.08604522295191647,0.6249971178431417,0
17374.178956372576,,6,Sr-91,380910,24948204.925306953,R/h,0.04070555455206552,0.6657026723952072,0
17374.178956372576,,7,Rb-88,370880,20407106.726609316,R/h,0.03329628719167651,0.6989989595868837,0
17374.178956372576,,8,Nb-97m,410971,17323030.35340582,R/h,0.02826430034420489,0.7272632599310886,0
22480.302761422663,,1,I-135,531350,59604117.346616685,R/h,0.14683943753509288,0.14683943753509288,0
22480.302761422663,,2,Sr-92,380920,45144096.884395614,R/h,0.11121603824757702,0.2580554757826699,0
22480.302761422663,,3,I-134,531340,43726851.874738865,R/h,0.10772454354332356,0.36578001932599347,0
22480.302761422663,,4,La-142,571420,41185189.523325115,R/h,0.10146295815794915,0.4672429774839426,0
22480.302761422663,,5,Kr-88,360880,37305289.0121099,R/h,0.09190451766556089,0.5591474951495035,0
22480.302761422663,,6,Sr-91,380910,22526913.321750365,R/h,0.05549682519970036,0.6146443203492038,0
22480.302761422663,,7,Nb-97m,410971,16335465.875272248,R/h,0.0402437067736368,0.6548880271228406,0
22480.302761422663,,8,Nb-97,410970,16307918.660925066,R/h,0.04017584204145939,0.6950638691643,0
29087.073036039263,,1,I-135,531350,49112136.27646729,R/h,0.17652138810260837,0.17652138810260837,0
29087.073036039263,,2,Sr-92,380920,28232103.529641386,R/h,0.10147329116483145,0.2779946792674398,0
29087.073036039263,,3,Kr-88,360880,23836593.674231164,R/h,0.08567472160703579,0.36366940087447563,0
29087.073036039263,,4,Sr-91,380910,19739385.307582278,R/h,0.07094832273578501,0.43461772361026063,0
29087.073036039263,,5,La-142,571420,17819077.96199538,R/h,0.06404625445029163,0.4986639780605523,0
29087.073036039263,,6,Nb-97,410970,15455740.167294035,R/h,0.055551823140531316,0.5542158012010836,0
29087.073036039263,,7,Nb-97m,410971,15140743.432812134,R/h,0.0544196455356818,0.6086354467367654,0
29087.073036039263,,8,I-133,531330,13136646.741644723,R/h,0.04721641723737975,0.6558518639741452,0
37635.51704720641,,1,I-135,531350,38228636.282656625,R/h,0.19243443010753525,0.19243443010753525,0
37635.51704720641,,2,Sr-91,380910,16638170.624764116,R/h,0.08375284063326563,0.27618727074080085,0
37635.51704720641,,3,Sr-92,380920,15380606.057068497,R/h,0.07742254103485374,0.3536098117756546,0
37635.51704720641,,4,Nb-97,410970,14142020.879817745,R/h,0.07118777945556035,0.42479759123121497,0
37635.51704720641,,5,Nb-97m,410971,13723631.954239074,R/h,0.06908170290441845,0.4938792941356334,0
37635.51704720641,,6,Kr-88,360880,13352063.018253481,R/h,0.06721130774008742,0.5610906018757208,0
37635.51704720641,,7,I-133,531330,12153608.64767392,R/h,0.061178555692455755,0.6222691575681766,0
37635.51704720641,,8,I-132,531320,9441497.47746542,R/h,0.04752639285911587,0.6697955504272924,0
48696.27623431159,,1,I-135,531350,27644795.617319133,R/h,0.1905286135054286,0.1905286135054286,0
48696.27623431159,,2,Sr-91,380910,13337134.426798418,R/h,0.0919198595514828,0.2824484730569114,0
48696.27623431159,,3,Nb-97,410970,12490276.240335999,R/h,0.08608329203490755,0.36853176509181895,0
48696.27623431159,,4,Nb-97m,410971,12085042.501610985,R/h,0.0832904111088309,0.45182217620064985,0
48696.27623431159,,5,I-133,531330,10973755.534702124,R/h,0.07563139391287266,0.5274535701135226,0
48696.27623431159,,6,I-132,531320,9401102.665478062,R/h,0.06479263153436272,0.5922462016478853,0
48696.27623431159,,7,Sr-92,380920,7009450.224819078,R/h,0.048309303901433745,0.6405555055493191,0
48696.27623431159,,8,Y-91m,390911,6924007.464848175,R/h,0.0477204302914898,0.6882759358408088,0
63007.698714860555,,1,I-135,531350,18174616.627776094,R/h,0.17076379128063,0.17076379128063,0
63007.698714860555,,2,Nb-97,410970,10602095.692169245,R/h,0.09961442890343863,0.27037822018406865,0
63007.698714860555,,3,Nb-97m,410971,10251758.181000534,R/h,0.0963227522282036,0.3667009724122723,0
63007.698714860555,,4,Sr-91,380910,10018281.880872475,R/h,0.09412907194318952,0.4608300443554618,0
63007.698714860555,,5,I-133,531330,9612460.382099375,R/h,0.09031608269929141,0.5511461270547532,0
63007.698714860555,,6,I-132,531320,9167609.554749796,R/h,0.08613638442073496,0.6372825114754881,0
63007.698714860555,,7,Xe-135,541350,5598577.295022266,R/h,0.05260272083068636,0.6898852323061745,0
63007.698714860555,,8,Y-91m,390911,5201179.141381067,R/h,0.048868875063619026,0.7387541073697935,0
81525.12685447154,,1,I-135,531350,10562952.94805759,R/h,0.13588068046733875,0.13588068046733875,0
81525.12685447154,,2,I-132,531320,8784781.938382113,R/h,0.1130064815600692,0.24888716202740796,0
81525.12685447154,,3,Nb-97,410970,8569933.825252805,R/h,0.11024269874737547,0.3591298607747834,0
81525.12685447154,,4,Nb-97m,410971,8286097.25441449,R/h,0.10659145590111074,0.46572131667589417,0
81525.12685447154,,5,I-133,531330,8098269.902840969,R/h,0.1041752652328676,0.5698965819087618,0
81525.12685447154,,6,Sr-91,380910,6918346.000001605,R/h,0.08899685218815422,0.658893434096916,0
81525.12685447154,,7,Xe-135,541350,4560023.200040097,R/h,0.058659643606785265,0.7175530777037012,0
81525.12685447154,,8,Y-91m,390911,3591794.7518782327,R/h,0.046204457918557554,0.7637575356222588,0
105484.67003556988,,1,I-132,531320,8280702.186181048,R/h,0.1470607559349837,0.1470607559349837,0
105484.67003556988,,2,Nb-97,410970,6506712.433344302,R/h,0.11555566515796552,0.2626164210929492,0
105484.67003556988,,3,I-133,531330,6487403.903075929,R/h,0.11521275618799928,0.37782917728094845,0
105484.67003556988,,4,Nb-97m,410971,6291177.232295757,R/h,0.11172787750371396,0.4895570547846624,0
105484.67003556988,,5,I-135,531350,5234089.018488337,R/h,0.09295456718325487,0.5825116219679173,0
105484.67003556988,,6,Sr-91,380910,4285053.093882608,R/h,0.07610020660561155,0.6586118285735288,0
105484.67003556988,,7,Xe-135,541350,3257816.330126356,R/h,0.05785704176213945,0.7164688703356683,0
105484.67003556988,,8,Ce-143,581430,2939657.885973528,R/h,0.05220672126368043,0.7686755915993487,0
136485.71970180003,,1,I-132,531320,7663285.002717349,R/h,0.18964653394566364,0.18964653394566364,0
136485.71970180003,,2,I-133,531330,4869020.312779486,R/h,0.12049569156076431,0.31014222550642795,0
136485.71970180003,,3,Nb-97,410970,4556053.607748423,R/h,0.11275057300801705,0.422892798514445,0
136485.71970180003,,4,Nb-97m,410971,4405133.426430759,R/h,0.10901568786682798,0.531908486381273,0
136485.71970180003,,5,Ce-143,581430,2453777.9524996816,R/h,0.060724674026718536,0.5926331604079915,0
136485.71970180003,,6,Sr-91,380910,2305510.802301256,R/h,0.057055444561396294,0.6496886049693879,0
136485.71970180003,,7,I-135,531350,2109970.282303774,R/h,0.052216321150182224,0.7019049261195701,0
136485.71970180003,,8,Xe-135,541350,1967021.8404274394,R/h,0.04867871599453852,0.7505836421141087,0
176597.71487398783,,1,I-132,531320,6931077.445748397,R/h,0.23983800033564615,0.23983800033564615,0
176597.71487398783,,2,I-133,531330,3358804.4941589767,R/h,0.11622564596960545,0.3560636463052516,0
176597.71487398783,,3,Nb-97,410970,2872959.770883616,R/h,0.09941382590035128,0.45547747220560286,0
176597.71487398783,,4,Nb-97m,410971,2777792.403279119,R/h,0.09612072301380499,0.5515981952194079,0
176597.71487398783,,5,Ce-143,581430,1942292.132416063,R/h,0.06720967479480054,0.6188078700142084,0
176597.71487398783,,6,La-140,571400,1908794.4718360652,R/h,0.06605054593030386,0.6848584159445124,0
176597.71487398783,,7,Te-132,521320,1056391.8613793582,R/h,0.03655462135392703,0.7214130372984394,0
176597.71487398783,,8,Sr-91,380910,1033869.5355620517,R/h,0.03577527505038166,0.7571883123488211,0
228498.2851455273,,1,I-132,531320,6086427.062267775,R/h,0.2916417448687845,0.2916417448687845,0
228498.2851455273,,2,La-140,571400,2175347.526203277,R/h,0.10423556246503919,0.3958773073338237,0
228498.2851455273,,3,I-133,531330,2077475.1684807246,R/h,0.09954583811796194,0.4954231454517857,0
228498.2851455273,,4,Nb-97,410970,1582033.8055903513,R/h,0.0758059030008096,0.5712290484525953,0
228498.2851455273,,5,Nb-97m,410971,1529628.619036003,R/h,0.07329481728655975,0.644523865739155,0
228498.2851455273,,6,Ce-143,581430,1435349.8454794043,R/h,0.0687772857786917,0.7133011515178467,0
228498.2851455273,,7,Te-132,521320,927655.0689977391,R/h,0.04445020702475489,0.7577513585426016,0
228498.2851455273,,8,Mo-99,420990,651776.427660544,R/h,0.03123100181478874,0.7889823603573903,0
295651.9927321951,,1,I-132,531320,5144428.038590865,R/h,0.3335997599540026,0.3335997599540026,0
295651.9927321951,,2,La-140,571400,2403431.0015789266,R/h,0.15585483928984228,0.4894545992438449,0
295651.9927321951,,3,I-133,531330,1115749.8068463467,R/h,0.07235281841645137,0.5618074176602963,0
